,ddG
3752,-0.14
3753,-3.03
3754,0.27
3755,0.24
3756,0.01
3757,0.1
3758,0.05
3759,0.19
3760,-1.1
3761,0.6
3762,0.1
3763,-0.14
3764,0.3
3765,0.4
3766,-1.5
3767,-0.5
3768,-0.4
3769,-2.0
3770,0.2
3771,-0.5
3772,-1.3
3773,-2.39
3774,-0.8
3775,-4.07
3776,-1.1
3777,-2.1
3778,-1.2
3779,-1.7
3780,-1.2
3781,0.3
3782,-0.66
3783,-1.2
3784,0.6
3785,-0.2
3786,-1.5
3787,-1.2
3788,-1.6
3789,-1.1
3790,-0.2
3791,-1.5
3792,-1.2
3793,-1.69
3794,-0.85
3795,0.39
3796,0.08
3797,0.2
3798,-0.68
3799,0.16
3800,0.09
3801,0.12
3802,-0.05
3803,-0.12
3804,-2.0
3805,-4.9
3806,-4.4
3807,-3.0
3808,-1.5
3809,-1.3
3810,-1.6
3811,-1.8
3812,-5.74
3813,-2.87
3814,-5.5
3815,-4.55
3816,0.0
3817,0.88
3818,0.8
3819,-1.9
3820,-1.5
3821,-2.7
3822,-3.6
3823,1.9
3824,-5.9
3825,1.3
3826,0.5
3827,-1.8
3828,-1.6
3829,-1.2
3830,-1.8
3831,-0.8
3832,1.7
3833,-2.3
3834,3.4
3835,1.04
3836,1.65
3837,0.99
3838,1.95
3839,1.42
3840,0.86
3841,1.9
3842,1.27
3843,1.51
3844,0.81
3845,1.32
3846,1.08
3847,1.08
3848,1.12
3849,0.65
3850,0.25
3851,0.89
3852,-0.4
3853,1.1
3854,0.74
3855,-0.22
3856,-0.23
3857,-0.05
3858,0.15
3859,0.5
3860,-0.9
3861,-1.87
3862,0.17
3863,-0.32
3864,0.44
3865,-0.17
3866,1.1
3867,0.36
3868,0.07
3869,-2.1
3870,-3.1
3871,-3.9
3872,-1.4
3873,-0.2
3874,0.03
3875,0.0
3876,0.1
3877,1.9
3878,0.9
3879,-2.2
3880,-0.6
3881,0.24
3882,0.3
3883,-2.2
3884,0.44
3885,0.19
3886,-2.2
3887,-1.0
3888,0.1
3889,1.29
3890,-3.4
3891,0.6
3892,0.9
3893,-0.7
3894,0.31
3895,-3.5
3896,-3.03
3897,3.7
3898,3.37
3899,-2.7
3900,-1.95
3901,-2.0
3902,-0.1
3903,1.4
3904,-3.9
3905,-1.03
3906,2.1
3907,-0.72
3908,0.1
3909,-3.15
3910,-0.3
3911,2.2
3912,-0.3
3913,2.4
3914,-1.7
3915,1.3
3916,8.0
3917,-0.9
3918,6.2
3919,4.55
3920,-0.6
3921,-0.6
3922,-2.5
3923,-1.4
3924,0.0
3925,3.2
3926,1.1
3927,0.0
3928,-0.65
3929,-1.2
3930,-0.55
3931,0.2
3932,-1.35
3933,1.7
3934,0.1
3935,-1.1
3936,-1.0
3937,-1.8
3938,-2.5
3939,-1.6
3940,-0.2
3941,-2.1
3942,1.05
3943,0.11
3944,0.16
3945,0.25
3946,-0.09
3947,0.96
3948,0.0
3949,0.0
3950,-0.24
3951,-0.31
3952,-1.4
3953,-0.14
3954,0.11
3955,-0.95
3956,-1.26
3957,-1.01
3958,-0.71
3959,-1.01
3960,-1.13
3961,-1.12
3962,-1.37
3963,-0.2
3964,-1.26
3965,-3.08
3966,-1.0
3967,-1.2
3968,-3.1
3969,-2.6
3970,-3.0
3971,-3.1
3972,-4.2
3973,-2.0
3974,-2.6
3975,-7.8
3976,0.0
3977,-2.0
3978,-4.31
3979,0.5
3980,0.0
3981,0.2
3982,0.2
3983,0.0
3984,-0.9
3985,-0.6
3986,0.8
3987,-2.7
3988,0.0
3989,-1.12
3990,-0.84
3991,-2.56
3992,-2.46
3993,-1.06
3994,-1.88
3995,-1.13
3996,-2.19
3997,-1.62
3998,-2.32
3999,-6.82
4000,-1.89
4001,0.15
4002,-1.84
4003,0.55
4004,1.6
4005,1.05
4006,-0.06
4007,-0.94
4008,0.35
4009,-0.25
4010,-0.66
4011,-6.78
4012,-5.69
4013,-0.84
4014,-2.21
4015,-5.92
4016,0.6
4017,1.9
4018,1.1
4019,0.5
4020,0.4
4021,1.0
4022,-1.9
4023,-1.2
4024,1.4
4025,1.8
4026,1.2
4027,-4.78
4028,0.76
4029,0.0
4030,0.72
4031,0.45
4032,0.19
4033,0.04
4034,-2.4
4035,-0.08
4036,0.27
4037,0.87
4038,1.77
4039,-0.61
4040,0.48
4041,0.19
4042,-0.45
4043,0.02
4044,-0.1
4045,0.38
4046,-0.04
4047,-1.46
4048,1.92
4049,-0.96
4050,1.27
4051,-0.38
4052,0.76
4053,-4.4
4054,-2.46
4055,-0.45
4056,-2.27
4057,-4.96
4058,-0.91
4059,-1.18
4060,-0.9
4061,-0.9
4062,-6.7
4063,-0.24
4064,0.28
4065,-0.57
4066,0.24
4067,-1.06
4068,-0.84
4069,-0.38
4070,-2.15
4071,-0.45
4072,0.68
4073,-0.15
4074,-0.04
4075,0.23
4076,-0.15
4077,-2.31
4078,0.99
4079,-0.08
4080,-3.07
4081,-2.0
4082,-2.2
4083,-0.27
4084,-3.44
4085,-1.31
4086,-5.02
4087,-2.63
4088,-1.67
4089,-1.79
4090,-1.67
4091,-0.96
4092,-3.38
4093,-3.59
4094,0.27
4095,1.87
4096,2.2
4097,1.8
4098,0.27
4099,1.27
4100,0.73
4101,0.93
4102,0.6
4103,-0.07
4104,-0.9
4105,-3.21
4106,-2.7
4107,1.0
4108,0.1
4109,-0.14
4110,-2.46
4111,-0.33
4112,-2.13
4113,-1.44
4114,-4.62
4115,-0.17
4116,-0.5
4117,-0.26
4118,-1.11
4119,-0.2
4120,-0.17
4121,0.23
4122,-0.34
4123,-1.0
4124,-0.7
4125,-0.6
4126,-0.7
4127,-0.9
4128,-0.8
4129,-0.8
4130,-0.2
4131,-0.3
4132,-0.3
4133,-0.7
4134,-0.5
4135,-0.1
4136,-0.4
4137,-0.8
4138,-0.9
4139,-1.0
4140,-0.8
4141,-0.65
4142,0.1
4143,-1.17
4144,-0.97
4145,-4.11
4146,-1.25
4147,0.0
4148,-1.23
4149,-2.5
4150,-5.4
4151,-3.12
4152,-3.39
4153,-3.12
4154,-2.75
4155,-2.42
4156,-3.2
4157,-3.37
4158,0.5
4159,-1.85
4160,-2.56
4161,-1.68
4162,-1.6
4163,-1.17
4164,-2.28
4165,-2.1
4166,-3.5
4167,-1.1
4168,-1.4
4169,-0.6
4170,-4.7
4171,-1.1
4172,-3.1
4173,-0.6
4174,-0.3
4175,-1.9
4176,-0.8
4177,-7.4
4178,-0.3
4179,-5.7
4180,0.9
4181,0.2
4182,-1.3
4183,-7.0
4184,-2.5
4185,-4.7
4186,-2.2
4187,-2.5
4188,-2.7
4189,0.5
4190,-1.9
4191,-1.6
4192,-2.0
4193,-0.2
4194,-0.2
4195,-1.6
4196,1.0
4197,0.1
4198,-0.98
4199,-0.4
4200,-3.13
4201,-2.72
4202,-2.5
4203,-4.13
4204,0.41
4205,0.4
4206,-0.45
4207,-0.12
4208,-2.8
4209,-2.2
4210,-0.27
4211,-1.66
4212,-0.08
4213,0.3
4214,-2.7
4215,-3.4
4216,-2.5
4217,-1.3
4218,-1.1
4219,-1.8
4220,-2.4
4221,0.0
4222,-0.41
4223,-6.4
4224,-0.3
4225,-2.57
4226,0.0
4227,-6.6
4228,0.3
4229,-0.3
4230,1.71
4231,1.17
4232,0.43
4233,2.2
4234,-0.37
4235,0.14
4236,0.75
4237,4.88
4238,3.01
4239,0.4
4240,0.15
4241,0.27
4242,0.17
4243,0.33
4244,0.38
4245,-0.02
4246,0.17
4247,0.02
4248,0.22
4249,0.43
4250,1.37
4251,1.86
4252,0.74
4253,0.09
4254,0.76
4255,0.36
4256,-0.65
4257,0.5
4258,2.79
4259,-0.3
4260,-0.5
4261,-0.7
4262,-3.1
4263,-2.4
4264,2.07
4265,2.0
4266,-0.2
4267,-2.8
4268,-2.7
4269,4.61
4270,3.3
4271,2.8
4272,4.1
4273,0.5
4274,-3.5
4275,-1.1
4276,0.9
4277,-0.9
4278,3.3
4279,-0.3
4280,3.0
4281,1.8
4282,2.3
4283,2.7
4284,1.8
4285,2.7
4286,2.3
4287,2.9
4288,-1.2
4289,-2.3
4290,1.1
4291,0.0
4292,-2.2
4293,-1.5
4294,-2.3
4295,1.0
4296,0.3
4297,-1.0
4298,0.3
4299,-1.4
4300,-1.9
4301,-1.7
4302,0.0
4303,0.0
4304,-0.2
4305,-1.7
4306,-0.9
4307,-1.3
4308,-0.5
4309,-4.4
4310,0.4
4311,-0.2
4312,-2.3
4313,-3.6
4314,-0.6
4315,-1.5
4316,-1.2
4317,-0.3
4318,-2.19
4319,-4.68
4320,-4.71
4321,-4.1
4322,-3.1
4323,-6.12
4324,-2.53
4325,-0.74
4326,-0.74
4327,-0.57
4328,-0.37
4329,-6.36
4330,-3.21
4331,-4.55
4332,0.46
4333,-2.5
4334,-2.8
4335,-7.29
4336,-7.35
4337,-5.52
4338,0.95
4339,1.25
4340,1.05
4341,-0.12
4342,-0.6
4343,-0.4
4344,-4.5
4345,-1.1
4346,-0.7
4347,0.5
4348,-0.5
4349,-0.9
4350,-2.6
4351,-3.5
4352,-4.6
4353,-0.2
4354,-1.0
4355,-1.1
4356,-1.6
4357,-0.4
4358,-0.7
4359,-5.0
4360,0.8
4361,0.5
4362,-7.4
4363,-0.7
4364,-4.4
4365,-6.6
4366,-1.3
4367,0.8
4368,1.1
4369,-0.9
4370,-1.6
4371,2.8
4372,1.0
4373,-7.7
4374,-4.6
4375,-1.4
4376,-5.2
4377,-3.5
4378,-6.1
4379,-4.1
4380,-1.9
4381,-5.7
4382,-2.9
4383,-3.7
4384,-5.1
4385,-0.2
4386,-2.1
4387,-0.2
4388,1.6
4389,-1.2
4390,-0.8
4391,1.2
4392,-1.5
4393,-3.7
4394,-1.6
4395,-0.8
4396,-0.7
4397,1.3
4398,-0.3
4399,-0.6
4400,-2.2
4401,-1.4
4402,-2.7
4403,-5.3
4404,-2.1
4405,-1.6
4406,-2.1
4407,-0.1
4408,-3.0
4409,-3.5
4410,-4.1
4411,-5.0
4412,-3.5
4413,-0.4
4414,-0.4
4415,-0.6
4416,-0.08
4417,0.01
4418,-0.8
4419,-0.86
4420,0.08
4421,0.33
4422,0.46
4423,0.2
4424,0.44
4425,-0.05
4426,-0.69
4427,-0.23
4428,-0.59
4429,-0.62
4430,0.14
4431,-0.97
4432,-0.17
4433,0.6
4434,0.1
4435,-1.57
4436,-1.81
4437,0.42
4438,-0.36
4439,-2.52
4440,-1.02
4441,-1.68
4442,0.18
4443,-0.86
4444,0.27
4445,-3.1
4446,-1.02
4447,-3.7
4448,-3.66
4449,-1.09
4450,-1.69
4451,-1.14
4452,-2.47
4453,-1.06
4454,-2.23
4455,-1.52
4456,-4.83
4457,0.27
4458,-0.62
4459,-1.91
4460,0.33
4461,0.4
4462,0.75
4463,0.55
4464,0.31
4465,-0.08
4466,-1.88
4467,-0.68
4468,-3.52
4469,-1.34
4470,-1.16
4471,-0.32
4472,0.04
4473,-2.43
4474,-1.51
4475,-3.24
4476,-0.38
4477,-1.45
4478,-3.5
4479,-1.15
4480,-1.8
4481,-2.7
4482,0.7
4483,-0.5
4484,1.4
4485,-2.0
4486,-0.4
4487,-0.8
4488,-0.6
4489,-1.2
4490,-0.3
4491,-1.0
4492,0.2
4493,-0.1
4494,-0.05
4495,0.0
4496,-3.1
4497,-0.44
4498,-0.5
4499,0.0
4500,-0.3
4501,0.5
4502,-1.5
4503,0.0
4504,-2.3
4505,-0.3
4506,-2.1
4507,-1.8
4508,-2.1
4509,0.5
4510,0.3
4511,0.7
4512,-1.1
4513,-3.2
4514,3.7
4515,4.55
4516,2.4
4517,4.55
4518,0.7
4519,-0.55
4520,-0.81
4521,-0.19
4522,-0.32
4523,-0.77
4524,-0.55
4525,1.91
4526,1.48
4527,1.67
4528,-0.53
4529,-0.26
4530,-1.63
4531,0.33
4532,0.18
4533,1.02
4534,1.2
4535,1.59
4536,1.0
4537,1.4
4538,1.18
4539,1.03
4540,-0.48
4541,0.05
4542,2.6
4543,1.8
4544,1.1
4545,1.1
4546,1.1
4547,0.2
4548,1.2
4549,0.1
4550,1.3
4551,-0.7
4552,0.3
4553,-0.1
4554,1.1
4555,3.7
4556,1.3
4557,2.8
4558,-0.5
4559,1.4
4560,2.3
4561,3.6
4562,1.6
4563,2.8
4564,0.6
4565,2.0
4566,0.6
4567,0.0
4568,-0.4
4569,0.5
4570,0.1
4571,1.4
4572,0.4
4573,1.3
4574,0.2
4575,2.8
4576,3.8
4577,2.4
4578,2.8
4579,3.8
4580,2.2
4581,-0.2
4582,0.4
4583,-0.4
4584,-0.4
4585,0.7
4586,-0.5
4587,1.3
4588,1.4
4589,0.7
4590,1.8
4591,0.0
4592,1.3
4593,0.0
4594,0.3
4595,1.9
4596,-0.3
4597,0.6
4598,-0.5
4599,0.5
4600,-0.3
4601,0.1
4602,0.2
4603,0.4
4604,2.3
4605,0.2
4606,2.1
4607,3.5
4608,1.91
4609,2.15
4610,0.96
4611,2.13
4612,0.9
4613,1.2
4614,1.6
4615,-1.8
4616,5.0
4617,1.12
4618,0.9
4619,0.02
4620,1.69
4621,1.44
4622,2.25
4623,1.05
4624,1.21
4625,0.99
4626,1.68
4627,-1.06
4628,1.79
4629,0.45
4630,2.44
4631,1.4
4632,0.8
4633,2.4
4634,0.44
4635,0.25
4636,0.2
4637,0.25
4638,1.65
4639,3.5
4640,1.51
4641,1.29
4642,4.3
4643,1.73
4644,1.41
4645,1.57
4646,5.35
4647,1.67
4648,4.0
4649,0.5
4650,1.6
4651,1.84
4652,1.41
4653,2.63
4654,1.84
4655,0.28
4656,2.5
4657,2.54
4658,1.63
4659,1.87
4660,1.88
4661,0.02
4662,1.5
4663,-1.04
4664,2.24
4665,-0.1
4666,-1.9
4667,0.8
4668,1.35
4669,0.5
4670,0.57
4671,-0.4
4672,0.43
4673,0.5
4674,0.84
4675,0.3
4676,1.14
4677,2.7
4678,-0.3
4679,2.0
4680,-0.2
4681,1.9
4682,0.6
4683,1.23
4684,0.6
4685,-0.1
4686,0.0
4687,0.73
4688,1.8
4689,0.57
4690,-0.4
4691,0.9
4692,3.4
4693,0.1
4694,3.28
4695,-0.2
4696,0.6
4697,-0.5
4698,-1.3
4699,0.0
4700,-0.23
4701,1.9
4702,-2.9
4703,-0.1
4704,0.65
4705,0.1
4706,-0.22
4707,0.6
4708,-0.27
4709,-0.2
4710,0.64
4711,1.1
4712,1.04
4713,3.4
4714,4.6
4715,1.9
4716,-0.2
4717,0.24
4718,-0.1
4719,4.0
4720,3.4
4721,-0.6
4722,1.2
4723,0.2
4724,0.6
4725,-0.6
4726,1.0
4727,2.3
4728,1.1
4729,1.1
4730,-0.96
4731,-0.5
4732,-0.45
4733,1.67
4734,1.16
4735,1.19
4736,1.31
4737,-0.05
4738,0.01
4739,0.36
4740,0.33
4741,0.21
4742,1.3
4743,2.1
4744,0.5
4745,0.7
4746,0.3
4747,2.7
4748,0.3
4749,3.9
4750,0.7
4751,0.4
4752,0.6
4753,0.1
4754,-0.7
4755,-0.2
4756,1.5
4757,0.8
4758,2.3
4759,0.2
4760,2.6
4761,-0.7
4762,1.6
4763,2.1
4764,2.0
4765,1.1
4766,-1.4
4767,3.45
4768,-3.0
4769,-1.3
4770,0.44
4771,4.1
4772,0.09
4773,1.29
4774,0.27
4775,3.04
4776,2.37
4777,4.9
4778,0.9
4779,1.91
4780,2.1
4781,2.7
4782,2.2
4783,4.35
4784,2.62
4785,5.3
4786,3.4
4787,7.8
4788,0.24
4789,0.65
4790,1.05
4791,0.8
4792,1.8
4793,2.64
4794,4.01
4795,1.1
4796,3.31
4797,0.9
4798,-0.8
4799,-0.43
4800,-0.44
4801,0.3
4802,0.35
4803,4.51
4804,3.05
4805,0.5
4806,0.3
4807,0.0
4808,-0.64
4809,2.12
4810,2.05
4811,-0.3
4812,-0.15
4813,1.8
4814,2.8
4815,-0.24
4816,1.66
4817,1.95
4818,0.05
4819,1.38
4820,4.3
4821,1.29
4822,1.72
4823,0.56
4824,2.31
4825,2.21
4826,-0.11
4827,0.27
4828,1.09
4829,2.06
4830,1.27
4831,3.08
4832,1.87
4833,0.22
4834,1.04
4835,1.1
4836,1.24
4837,3.49
4838,2.12
4839,4.02
4840,1.35
4841,-0.6
4842,1.05
4843,-1.4
4844,-0.35
4845,-0.35
4846,-1.15
4847,1.9
4848,2.4
4849,0.5
4850,1.7
4851,1.3
4852,6.1
4853,8.7
4854,8.0
4855,7.8
4856,6.0
4857,-0.2
4858,0.4
4859,0.2
4860,1.5
4861,2.0
4862,2.4
4863,6.9
4864,3.0
4865,2.2
4866,1.8
4867,4.3
4868,4.1
4869,1.0
4870,2.1
4871,2.8
4872,0.7
4873,2.3
4874,1.7
4875,0.2
4876,0.2
4877,1.5
4878,2.1
4879,0.4
4880,0.0
4881,0.4
4882,-0.1
4883,0.0
4884,0.6
4885,1.7
4886,2.2
4887,5.7
4888,3.3
4889,4.7
4890,1.2
4891,1.4
4892,1.3
4893,0.3
4894,0.8
4895,1.0
4896,0.3
4897,0.5
4898,1.8
4899,0.0
4900,0.5
4901,0.1
4902,1.6
4903,0.0
4904,0.1
4905,0.1
4906,1.2
4907,1.2
4908,2.9
4909,3.9
4910,3.4
4911,5.9
4912,1.1
4913,3.8
4914,0.6
4915,5.0
4916,3.7
4917,3.7
4918,0.6
4919,-0.1
4920,0.6
4921,0.7
4922,1.04
4923,1.09
4924,0.79
4925,1.17
4926,-0.55
4927,0.05
4928,-0.38
4929,-0.75
4930,0.37
4931,-0.6
4932,3.7
4933,2.3
4934,-0.4
4935,-0.1
4936,0.18
4937,0.12
4938,-0.26
4939,0.92
4940,0.6
4941,0.62
4942,0.7
4943,1.1
4944,1.75
4945,2.62
4946,-1.1
4947,1.1
4948,0.1
4949,0.26
4950,-0.2
4951,0.68
4952,0.52
4953,0.83
4954,0.62
4955,0.45
4956,0.0
4957,0.05
4958,-0.04
4959,0.6
4960,1.1
4961,1.9
4962,-0.6
4963,-0.9
4964,0.1
4965,0.6
4966,0.6
4967,0.0
4968,1.9
4969,-0.44
4970,0.22
4971,0.04
4972,0.6
4973,1.5
4974,0.8
4975,2.2
4976,1.4
4977,1.6
4978,0.8
4979,1.1
4980,-0.1
4981,1.7
4982,2.04
4983,0.8
4984,0.0
4985,0.0
4986,0.1
4987,0.4
4988,-0.6
4989,-0.96
4990,0.54
4991,0.3
4992,1.4
4993,0.3
4994,1.4
4995,0.6
4996,-0.8
4997,0.5
4998,1.1
4999,0.9
5000,2.2
5001,1.3
5002,1.3
5003,-0.2
5004,2.0
5005,-5.0
5006,0.7
5007,2.1
5008,0.7
5009,0.8
5010,0.32
5011,0.29
5012,0.31
5013,0.45
5014,-0.01
5015,0.57
5016,0.58
5017,-0.07
5018,-0.24
5019,0.13
5020,0.61
5021,0.97
5022,-0.11
5023,0.03
5024,-0.48
5025,0.03
5026,1.88
5027,1.46
5028,0.19
5029,0.11
5030,-0.69
5031,-0.17
5032,-0.1
5033,0.3
5034,0.05
5035,-2.35
5036,0.3
5037,0.1
5038,0.5
5039,1.2
5040,0.0
5041,1.8
5042,0.95
5043,0.75
5044,0.5
5045,-0.06
5046,0.31
5047,0.31
5048,-0.43
5049,-0.04
5050,-0.35
5051,0.48
5052,-2.5
5053,-2.7
5054,-3.3
5055,-2.9
5056,3.91
5057,2.97
5058,3.56
5059,0.1
5060,0.59
5061,-1.41
5062,-0.8
5063,0.46
5064,0.66
5065,1.31
5066,0.79
5067,0.48
5068,0.62
5069,0.25
5070,0.15
5071,0.33
5072,-2.75
5073,-1.59
5074,-1.14
5075,-1.77
5076,-1.8
5077,-0.08
5078,0.16
5079,-2.8
5080,-0.23
5081,-0.05
5082,-0.29
5083,0.31
5084,1.16
5085,0.19
5086,-0.2
5087,-2.18
5088,-1.6
5089,-1.7
5090,2.07
5091,1.47
5092,0.84
5093,-0.22
5094,0.37
5095,0.17
5096,0.22
5097,0.08
5098,1.41
5099,1.39
5100,-1.53
5101,0.55
5102,3.6
5103,3.6
5104,0.4
5105,-1.75
5106,-0.38
5107,1.47
5108,-0.46
5109,0.04
5110,0.2
5111,-0.28
5112,-0.04
5113,-1.4
5114,-1.58
5115,-1.1
5116,3.6
5117,2.03
5118,1.9
5119,1.75
5120,1.65
5121,1.45
5122,1.95
5123,1.35
5124,2.25
5125,1.45
5126,2.55
5127,1.85
5128,-0.45
5129,2.35
5130,1.65
5131,2.85
5132,0.15
5133,1.45
5134,4.55
5135,4.05
5136,3.65
5137,2.65
5138,0.15
5139,1.15
5140,-0.15
5141,0.95
5142,-0.15
5143,0.85
5144,1.55
5145,1.15
5146,1.0
5147,1.43
5148,1.05
5149,-0.84
5150,-0.57
5151,0.81
5152,2.58
5153,0.51
5154,0.57
5155,-0.62
5156,2.04
5157,1.98
5158,0.23
5159,-1.4
5160,0.42
5161,2.8
5162,0.59
5163,0.6
5164,0.43
5165,1.36
5166,1.07
5167,0.73
5168,2.04
5169,0.68
5170,3.11
5171,3.95
5172,2.18
5173,2.5
5174,1.56
5175,2.39
5176,0.38
5177,3.11
5178,3.44
5179,2.39
5180,2.51
5181,0.07
5182,0.72
5183,2.34
5184,0.36
5185,1.44
5186,0.96
5187,1.08
5188,0.0
5189,3.11
5190,-0.96
5191,1.71
5192,1.37
5193,1.84
5194,0.98
5195,2.82
5196,0.75
5197,1.35
5198,-0.2
5199,1.19
5200,2.37
5201,0.89
5202,1.0
5203,1.08
5204,3.6
5205,4.73
5206,-0.19
5207,1.94
5208,2.53
5209,2.63
5210,1.12
5211,0.8
5212,1.45
5213,2.68
5214,2.1
5215,3.03
5216,2.8
5217,1.92
5218,2.24
5219,-0.04
5220,2.54
5221,1.13
5222,0.09
5223,1.28
5224,0.42
5225,0.41
5226,-0.07
5227,-0.83
5228,-0.46
5229,-1.1
5230,-1.43
5231,-0.41
5232,0.38
5233,2.39
5234,1.81
5235,3.28
5236,2.69
5237,3.76
5238,2.64
5239,3.5
5240,2.93
5241,1.36
5242,2.74
5243,2.47
5244,1.34
5245,1.86
5246,1.98
5247,0.97
5248,0.27
5249,0.44
5250,1.99
5251,2.53
5252,1.52
5253,2.2
5254,3.88
5255,3.72
5256,0.73
5257,1.1
5258,1.64
5259,1.17
5260,0.71
5261,-0.32
5262,-0.2
5263,-0.59
5264,0.05
5265,0.51
5266,0.27
5267,0.1
5268,0.64
5269,0.79
5270,1.41
5271,-0.01
5272,0.14
5273,1.05
5274,1.33
5275,1.0
5276,0.57
5277,1.46
5278,0.88
5279,2.76
5280,2.06
5281,0.64
5282,1.69
5283,3.43
5284,2.22
5285,0.61
5286,2.31
5287,3.8
5288,2.34
5289,4.76
5290,4.1
5291,4.73
5292,4.41
5293,0.12
5294,2.18
5295,1.41
5296,1.26
5297,1.46
5298,3.11
5299,-0.16
5300,0.75
5301,0.55
5302,1.0
5303,0.44
5304,1.48
5305,2.17
5306,2.28
5307,2.14
5308,2.23
5309,0.31
5310,1.99
5311,3.74
5312,-0.19
5313,0.24
5314,0.1
5315,1.8
5316,2.55
5317,3.74
5318,2.92
5319,4.09
5320,-0.57
5321,-0.46
5322,-0.51
5323,0.52
5324,-1.31
5325,-0.69
5326,0.45
5327,0.17
5328,0.48
5329,0.85
5330,3.29
5331,4.22
5332,0.09
5333,0.39
5334,1.37
5335,2.73
5336,3.43
5337,0.62
5338,0.15
5339,0.88
5340,2.65
5341,2.63
5342,0.14
5343,0.68
5344,0.96
5345,0.23
5346,1.88
5347,1.79
5348,4.12
5349,0.6
5350,1.75
5351,0.46
5352,1.13
5353,2.59
5354,-0.69
5355,-0.21
5356,-1.05
5357,-0.24
5358,-0.13
5359,0.22
5360,0.79
5361,-0.06
5362,1.32
5363,1.26
5364,3.22
5365,0.44
5366,-0.12
5367,0.7
5368,0.26
5369,0.79
5370,0.75
5371,0.97
5372,0.02
5373,0.06
5374,0.38
5375,0.76
5376,0.34
5377,0.4
5378,1.6
5379,0.7
5380,0.79
5381,0.85
5382,0.8
5383,0.28
5384,-0.19
5385,-0.2
5386,-0.09
5387,-0.1
5388,0.25
5389,-0.24
5390,0.02
5391,0.25
5392,-0.2
5393,0.1
5394,0.17
5395,0.08
5396,0.32
5397,1.47
5398,1.83
5399,1.57
5400,0.89
5401,-0.16
5402,1.68
5403,0.09
5404,0.51
5405,0.0
5406,-0.19
5407,-0.25
5408,0.16
5409,0.48
5410,0.3
5411,0.03
5412,0.6
5413,0.25
5414,0.4
5415,0.55
5416,-0.04
5417,1.31
5418,0.5
5419,0.26
5420,0.69
5421,-0.05
5422,1.07
5423,0.15
5424,-0.1
5425,0.0
5426,0.75
5427,0.39
5428,0.15
5429,0.22
5430,0.47
5431,0.58
5432,1.85
5433,0.3
5434,1.38
5435,1.03
5436,1.88
5437,4.6
5438,1.11
5439,2.05
5440,3.34
5441,3.81
5442,4.78
5443,0.96
5444,2.3
5445,2.18
5446,4.43
5447,0.76
5448,1.42
5449,2.38
5450,3.84
5451,1.6
5452,1.63
5453,2.77
5454,4.58
5455,1.83
5456,1.85
5457,3.66
5458,3.09
5459,3.58
5460,1.51
5461,3.79
5462,1.82
5463,2.78
5464,1.51
5465,0.28
5466,2.06
5467,0.14
5468,1.35
5469,1.26
5470,0.77
5471,1.15
5472,2.6
5473,3.18
5474,1.04
5475,1.42
5476,1.61
5477,1.95
5478,0.84
5479,0.31
5480,1.81
5481,2.54
5482,0.56
5483,0.76
5484,2.06
5485,1.62
5486,4.66
5487,1.43
5488,0.73
5489,4.43
5490,4.44
5491,4.39
5492,2.3
5493,4.98
5494,1.88
5495,2.34
5496,1.61
5497,1.03
5498,0.97
5499,0.97
5500,-0.59
5501,0.38
5502,0.35
5503,-0.25
5504,1.5
5505,0.1
5506,0.51
5507,0.44
5508,0.1
5509,0.55
5510,2.26
5511,0.25
5512,0.93
5513,0.02
5514,0.58
5515,1.25
5516,1.32
5517,2.55
5518,2.84
5519,2.4
5520,1.64
5521,2.86
5522,1.38
5523,2.26
5524,1.1
5525,2.06
5526,0.79
5527,2.53
5528,-0.83
5529,1.0
5530,1.52
5531,0.82
5532,-0.62
5533,-0.56
5534,1.03
5535,1.08
5536,1.59
5537,1.87
5538,1.54
5539,0.57
5540,1.63
5541,0.73
5542,1.2
5543,1.16
5544,0.05
5545,0.35
5546,0.26
5547,1.69
5548,0.95
5549,2.54
5550,0.61
5551,0.74
5552,0.85
5553,1.52
5554,1.04
5555,2.62
5556,-0.73
5557,1.35
5558,-0.47
5559,-0.07
5560,-0.74
5561,1.79
5562,-0.86
5563,0.88
5564,-0.9
5565,0.23
5566,0.04
5567,0.37
5568,0.56
5569,-0.04
5570,-0.09
5571,2.23
5572,1.05
5573,3.52
5574,1.17
5575,2.15
5576,-0.1
5577,0.89
5578,0.19
5579,2.03
5580,-0.51
5581,0.75
5582,-0.24
5583,2.82
5584,-0.27
5585,0.76
5586,4.86
5587,2.45
5588,4.26
5589,4.82
5590,0.74
5591,0.88
5592,4.71
5593,2.36
5594,-0.14
5595,0.03
5596,0.15
5597,1.07
5598,0.04
5599,0.31
5600,2.7
5601,1.93
5602,-0.03
5603,0.02
5604,4.76
5605,3.34
5606,2.16
5607,4.61
5608,-0.11
5609,0.9
5610,2.44
5611,1.55
5612,0.05
5613,0.17
5614,-0.09
5615,0.1
5616,-0.01
5617,-0.2
5618,2.34
5619,4.49
5620,0.76
5621,4.83
5622,-0.37
5623,0.14
5624,3.09
5625,1.34
5626,2.69
5627,3.23
5628,1.91
5629,1.12
5630,3.88
5631,3.35
5632,0.14
5633,0.15
5634,3.36
5635,-0.06
5636,-0.07
5637,0.2
5638,-0.2
5639,0.25
5640,0.02
5641,0.56
5642,0.22
5643,2.72
5644,0.4
5645,1.86
5646,2.28
5647,3.78
5648,1.55
